trial_id,timestamp,run_label,seed,arm,trial_number,learning_rate,init_method,steps_to_threshold
881,2026-09-01 13:55:53,gate3b_restricted_search,150,reference,30,0.0030362340943985407,xavier,797.0
882,2026-09-01 13:55:53,gate3b_restricted_search,150,reference,31,0.0015227622664444232,xavier,1600.0
883,2026-09-01 13:55:54,gate3b_restricted_search,150,reference,32,0.01563896763139383,xavier,435.0
884,2026-09-01 13:55:54,gate3b_restricted_search,150,reference,33,0.06492694861889084,xavier,534.0
885,2026-09-01 13:55:55,gate3b_restricted_search,150,reference,34,0.004182933103411075,orthogonal,697.0
886,2026-09-01 13:55:55,gate3b_restricted_search,150,reference,35,0.007791440450518857,xavier,468.0
887,2026-09-01 13:55:56,gate3b_restricted_search,150,reference,36,0.09599785628606218,xavier,1600.0
888,2026-09-01 13:55:56,gate3b_restricted_search,150,reference,37,0.0006248848564126178,orthogonal,1600.0
889,2026-09-01 13:55:57,gate3b_restricted_search,150,reference,38,0.005508556301434098,he,544.0
890,2026-09-01 13:55:57,gate3b_restricted_search,150,reference,39,0.03258259333601196,xavier,1600.0
891,2026-09-01 13:55:58,gate3b_restricted_search,150,cold,0,0.0017826497151386949,xavier,1600.0
892,2026-09-01 13:55:59,gate3b_restricted_search,150,cold,1,0.0002755926764027377,orthogonal,1600.0
893,2026-09-01 13:55:59,gate3b_restricted_search,150,cold,2,0.0015498955191377143,orthogonal,1600.0
894,2026-09-01 13:56:00,gate3b_restricted_search,150,cold,3,0.00041054120168588934,xavier,1600.0
895,2026-09-01 13:56:01,gate3b_restricted_search,150,cold,4,0.001786135519762597,xavier,1600.0
896,2026-09-01 13:56:01,gate3b_restricted_search,150,cold,5,0.025248390936171015,xavier,696.0
897,2026-09-01 13:56:02,gate3b_restricted_search,150,cold,6,0.04257625486011382,xavier,698.0
898,2026-09-01 13:56:02,gate3b_restricted_search,150,cold,7,0.0003232148147351276,xavier,1600.0
899,2026-09-01 13:56:03,gate3b_restricted_search,150,cold,8,0.07475987911298648,he,1600.0
900,2026-09-01 13:56:03,gate3b_restricted_search,150,cold,9,0.011468398705751582,xavier,532.0
901,2026-09-01 13:56:04,gate3b_restricted_search,150,cold,10,0.013520030930076584,he,488.0
902,2026-09-01 13:56:04,gate3b_restricted_search,150,cold,11,0.012050318703919807,he,433.0
903,2026-09-01 13:56:05,gate3b_restricted_search,150,cold,12,0.008159364238707795,he,544.0
904,2026-09-01 13:56:05,gate3b_restricted_search,150,cold,13,0.006844410962507337,he,566.0
905,2026-09-01 13:56:05,gate3b_restricted_search,150,cold,14,0.01743266588357272,he,427.0
906,2026-09-01 13:56:06,gate3b_restricted_search,150,informed_restricted,0,0.0017826497151386949,he,1600.0
907,2026-09-01 13:56:07,gate3b_restricted_search,150,informed_restricted,1,0.01448683388723935,he,435.0
908,2026-09-01 13:56:07,gate3b_restricted_search,150,informed_restricted,2,0.00010007903854383786,he,1600.0
909,2026-09-01 13:56:08,gate3b_restricted_search,150,informed_restricted,3,0.0008072307884499761,he,1600.0
910,2026-09-01 13:56:09,gate3b_restricted_search,150,informed_restricted,4,0.0002755926764027377,he,1600.0
911,2026-09-01 13:56:09,gate3b_restricted_search,150,informed_restricted,5,0.00018924123965722266,he,1600.0
912,2026-09-01 13:56:10,gate3b_restricted_search,150,informed_restricted,6,0.0003620600725744741,he,1600.0
913,2026-09-01 13:56:10,gate3b_restricted_search,150,informed_restricted,7,0.001088133500363589,he,1600.0
914,2026-09-01 13:56:11,gate3b_restricted_search,150,informed_restricted,8,0.0015498955191377143,he,1600.0
915,2026-09-01 13:56:12,gate3b_restricted_search,150,informed_restricted,9,0.00413475900783472,he,697.0
916,2026-09-01 13:56:12,gate3b_restricted_search,150,informed_restricted,10,0.09290791998691832,he,675.0
917,2026-09-01 13:56:13,gate3b_restricted_search,150,informed_restricted,11,0.07785058870653301,he,1600.0
918,2026-09-01 13:56:13,gate3b_restricted_search,150,informed_restricted,12,0.0797234062203645,he,1600.0
919,2026-09-01 13:56:14,gate3b_restricted_search,150,informed_restricted,13,0.017223705768801514,he,339.0
920,2026-09-01 13:56:14,gate3b_restricted_search,150,informed_restricted,14,0.01553710788150454,he,339.0
921,2026-09-01 13:56:15,gate3b_restricted_search,150,universal_restricted,0,0.0017826497151386949,xavier,1600.0
922,2026-09-01 13:56:15,gate3b_restricted_search,150,universal_restricted,1,0.01448683388723935,xavier,435.0
923,2026-09-01 13:56:16,gate3b_restricted_search,150,universal_restricted,2,0.00010007903854383786,xavier,1600.0
924,2026-09-01 13:56:16,gate3b_restricted_search,150,universal_restricted,3,0.0008072307884499761,xavier,1600.0
925,2026-09-01 13:56:17,gate3b_restricted_search,150,universal_restricted,4,0.0002755926764027377,xavier,1600.0
926,2026-09-01 13:56:18,gate3b_restricted_search,150,universal_restricted,5,0.00018924123965722266,xavier,1600.0
927,2026-09-01 13:56:18,gate3b_restricted_search,150,universal_restricted,6,0.0003620600725744741,xavier,1600.0
928,2026-09-01 13:56:19,gate3b_restricted_search,150,universal_restricted,7,0.001088133500363589,xavier,1600.0
929,2026-09-01 13:56:20,gate3b_restricted_search,150,universal_restricted,8,0.0015498955191377143,xavier,1600.0
930,2026-09-01 13:56:20,gate3b_restricted_search,150,universal_restricted,9,0.00413475900783472,xavier,468.0
931,2026-09-01 13:56:21,gate3b_restricted_search,150,universal_restricted,10,0.09290791998691832,xavier,1600.0
932,2026-09-01 13:56:21,gate3b_restricted_search,150,universal_restricted,11,0.011930383561222451,xavier,387.0
933,2026-09-01 13:56:22,gate3b_restricted_search,150,universal_restricted,12,0.016535107145461723,xavier,271.0
934,2026-09-01 13:56:22,gate3b_restricted_search,150,universal_restricted,13,0.01718356475580144,xavier,328.0
935,2026-09-01 13:56:22,gate3b_restricted_search,150,universal_restricted,14,0.045819362061605,xavier,1600.0
936,2026-09-01 13:56:23,gate3b_restricted_search,151,reference,0,0.004430375245218269,xavier,80.0
937,2026-09-01 13:56:23,gate3b_restricted_search,151,reference,1,0.0018662266976517971,orthogonal,132.0
938,2026-09-01 13:56:23,gate3b_restricted_search,151,reference,2,0.07780155576901421,he,51.0
939,2026-09-01 13:56:23,gate3b_restricted_search,151,reference,3,0.005059803874660437,xavier,80.0
940,2026-09-01 13:56:24,gate3b_restricted_search,151,reference,4,0.00011498870747119459,orthogonal,1600.0
941,2026-09-01 13:56:24,gate3b_restricted_search,151,reference,5,0.08626905220714905,xavier,51.0
942,2026-09-01 13:56:24,gate3b_restricted_search,151,reference,6,0.00022637229697395497,orthogonal,755.0
943,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,7,0.0036774346621052147,orthogonal,71.0
944,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,8,0.0023358825194833557,orthogonal,132.0
945,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,9,0.006859416411328701,he,97.0
946,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,10,0.07156452541054531,he,51.0
947,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,11,0.07216635702812188,xavier,45.0
948,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,12,0.02542434762936629,he,64.0
949,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,13,0.020527514539894275,he,80.0
950,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,14,0.022874327706749274,xavier,51.0
951,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,15,0.04480226290415168,he,40.0
952,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,16,0.03569545261285185,xavier,60.0
953,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,17,0.012267820562355597,he,64.0
954,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,18,0.04135341256901734,xavier,33.0
955,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,19,0.0010503533449916396,xavier,219.0
956,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,20,0.04011473589633689,he,60.0
957,2026-09-01 13:56:25,gate3b_restricted_search,151,reference,21,0.012700120322056837,xavier,64.0
958,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,22,0.04771573031457399,xavier,40.0
959,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,23,0.010155063855043101,xavier,64.0
960,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,24,0.04557386826671009,xavier,40.0
961,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,25,0.04293421690046496,xavier,33.0
962,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,26,0.017324168066323774,he,80.0
963,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,27,0.03137048559313179,xavier,60.0
964,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,28,0.051115481359684946,xavier,64.0
965,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,29,0.009191777712733365,he,64.0
966,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,30,0.09865659655619732,xavier,60.0
967,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,31,0.05444672342183984,xavier,60.0
968,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,32,0.01773722436975709,xavier,60.0
969,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,33,0.030022344093951363,xavier,45.0
970,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,34,0.053895807832220005,xavier,60.0
971,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,35,0.030313537918189137,xavier,60.0
972,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,36,0.09811388576860376,orthogonal,89.0
973,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,37,0.06202866461176477,xavier,55.0
974,2026-09-01 13:56:26,gate3b_restricted_search,151,reference,38,0.015353096584800744,he,85.0
975,2026-09-01 13:56:27,gate3b_restricted_search,151,reference,39,0.0005329200247232395,orthogonal,382.0
976,2026-09-01 13:56:27,gate3b_restricted_search,151,cold,0,0.0017826497151386949,xavier,165.0
977,2026-09-01 13:56:27,gate3b_restricted_search,151,cold,1,0.0002755926764027377,orthogonal,576.0
978,2026-09-01 13:56:28,gate3b_restricted_search,151,cold,2,0.0015498955191377143,orthogonal,143.0
979,2026-09-01 13:56:28,gate3b_restricted_search,151,cold,3,0.00041054120168588934,xavier,405.0
980,2026-09-01 13:56:28,gate3b_restricted_search,151,cold,4,0.001786135519762597,xavier,165.0
981,2026-09-01 13:56:28,gate3b_restricted_search,151,cold,5,0.025248390936171015,xavier,60.0
982,2026-09-01 13:56:28,gate3b_restricted_search,151,cold,6,0.04257625486011382,xavier,33.0
983,2026-09-01 13:56:29,gate3b_restricted_search,151,cold,7,0.0003232148147351276,xavier,664.0
984,2026-09-01 13:56:29,gate3b_restricted_search,151,cold,8,0.07475987911298648,he,51.0
985,2026-09-01 13:56:29,gate3b_restricted_search,151,cold,9,0.011468398705751582,xavier,64.0
986,2026-09-01 13:56:29,gate3b_restricted_search,151,cold,10,0.09344501034181055,he,40.0
987,2026-09-01 13:56:29,gate3b_restricted_search,151,cold,11,0.0797234062203645,he,40.0
988,2026-09-01 13:56:29,gate3b_restricted_search,151,cold,12,0.017140882277504783,he,80.0
989,2026-09-01 13:56:29,gate3b_restricted_search,151,cold,13,0.04179764115437302,he,60.0
990,2026-09-01 13:56:29,gate3b_restricted_search,151,cold,14,0.007330807339450185,he,97.0
991,2026-09-01 13:56:29,gate3b_restricted_search,151,informed_restricted,0,0.0017826497151386949,orthogonal,143.0
992,2026-09-01 13:56:29,gate3b_restricted_search,151,informed_restricted,1,0.01448683388723935,orthogonal,40.0
993,2026-09-01 13:56:30,gate3b_restricted_search,151,informed_restricted,2,0.00010007903854383786,orthogonal,1600.0
994,2026-09-01 13:56:30,gate3b_restricted_search,151,informed_restricted,3,0.0008072307884499761,orthogonal,291.0
995,2026-09-01 13:56:31,gate3b_restricted_search,151,informed_restricted,4,0.0002755926764027377,orthogonal,576.0
996,2026-09-01 13:56:32,gate3b_restricted_search,151,informed_restricted,5,0.00018924123965722266,orthogonal,755.0
997,2026-09-01 13:56:32,gate3b_restricted_search,151,informed_restricted,6,0.0003620600725744741,orthogonal,440.0
998,2026-09-01 13:56:32,gate3b_restricted_search,151,informed_restricted,7,0.001088133500363589,orthogonal,207.0
999,2026-09-01 13:56:33,gate3b_restricted_search,151,informed_restricted,8,0.0015498955191377143,orthogonal,143.0
1000,2026-09-01 13:56:33,gate3b_restricted_search,151,informed_restricted,9,0.00413475900783472,orthogonal,71.0
1001,2026-09-01 13:56:33,gate3b_restricted_search,151,informed_restricted,10,0.09290791998691832,orthogonal,25.0
1002,2026-09-01 13:56:33,gate3b_restricted_search,151,informed_restricted,11,0.07785058870653301,orthogonal,51.0
1003,2026-09-01 13:56:33,gate3b_restricted_search,151,informed_restricted,12,0.0797234062203645,orthogonal,51.0
1004,2026-09-01 13:56:33,gate3b_restricted_search,151,informed_restricted,13,0.017223705768801514,orthogonal,45.0
1005,2026-09-01 13:56:33,gate3b_restricted_search,151,informed_restricted,14,0.02354874493860281,orthogonal,25.0
1006,2026-09-01 13:56:33,gate3b_restricted_search,151,universal_restricted,0,0.0017826497151386949,xavier,165.0
1007,2026-09-01 13:56:33,gate3b_restricted_search,151,universal_restricted,1,0.01448683388723935,xavier,64.0
1008,2026-09-01 13:56:34,gate3b_restricted_search,151,universal_restricted,2,0.00010007903854383786,xavier,1600.0
1009,2026-09-01 13:56:35,gate3b_restricted_search,151,universal_restricted,3,0.0008072307884499761,xavier,329.0
1010,2026-09-01 13:56:35,gate3b_restricted_search,151,universal_restricted,4,0.0002755926764027377,xavier,677.0
1011,2026-09-01 13:56:36,gate3b_restricted_search,151,universal_restricted,5,0.00018924123965722266,xavier,755.0
1012,2026-09-01 13:56:36,gate3b_restricted_search,151,universal_restricted,6,0.0003620600725744741,xavier,664.0
1013,2026-09-01 13:56:37,gate3b_restricted_search,151,universal_restricted,7,0.001088133500363589,xavier,219.0
1014,2026-09-01 13:56:37,gate3b_restricted_search,151,universal_restricted,8,0.0015498955191377143,xavier,165.0
1015,2026-09-01 13:56:37,gate3b_restricted_search,151,universal_restricted,9,0.00413475900783472,xavier,100.0
1016,2026-09-01 13:56:37,gate3b_restricted_search,151,universal_restricted,10,0.09290791998691832,xavier,89.0
1017,2026-09-01 13:56:37,gate3b_restricted_search,151,universal_restricted,11,0.07785058870653301,xavier,118.0
1018,2026-09-01 13:56:37,gate3b_restricted_search,151,universal_restricted,12,0.0797234062203645,xavier,117.0
1019,2026-09-01 13:56:37,gate3b_restricted_search,151,universal_restricted,13,0.017223705768801514,xavier,51.0
1020,2026-09-01 13:56:37,gate3b_restricted_search,151,universal_restricted,14,0.01553710788150454,xavier,60.0
1021,2026-09-01 13:56:38,gate3b_restricted_search,155,reference,0,0.004430375245218269,xavier,281.0
1022,2026-09-01 13:56:38,gate3b_restricted_search,155,reference,1,0.0018662266976517971,orthogonal,473.0
1023,2026-09-01 13:56:39,gate3b_restricted_search,155,reference,2,0.07780155576901421,he,419.0
1024,2026-09-01 13:56:39,gate3b_restricted_search,155,reference,3,0.005059803874660437,xavier,248.0
1025,2026-09-01 13:56:40,gate3b_restricted_search,155,reference,4,0.00011498870747119459,orthogonal,1600.0
1026,2026-09-01 13:56:40,gate3b_restricted_search,155,reference,5,0.08626905220714905,xavier,465.0
1027,2026-09-01 13:56:41,gate3b_restricted_search,155,reference,6,0.00022637229697395497,orthogonal,1600.0
1028,2026-09-01 13:56:41,gate3b_restricted_search,155,reference,7,0.0036774346621052147,orthogonal,331.0
1029,2026-09-01 13:56:41,gate3b_restricted_search,155,reference,8,0.0023358825194833557,orthogonal,467.0
1030,2026-09-01 13:56:42,gate3b_restricted_search,155,reference,9,0.006859416411328701,he,251.0
1031,2026-09-01 13:56:42,gate3b_restricted_search,155,reference,10,0.019907506982928588,he,122.0
1032,2026-09-01 13:56:42,gate3b_restricted_search,155,reference,11,0.020814104803987817,he,200.0
1033,2026-09-01 13:56:42,gate3b_restricted_search,155,reference,12,0.021644937500336026,he,170.0
1034,2026-09-01 13:56:42,gate3b_restricted_search,155,reference,13,0.020527514539894275,he,197.0
1035,2026-09-01 13:56:42,gate3b_restricted_search,155,reference,14,0.021178889448851296,he,151.0
1036,2026-09-01 13:56:43,gate3b_restricted_search,155,reference,15,0.000694465168883101,he,1600.0
1037,2026-09-01 13:56:43,gate3b_restricted_search,155,reference,16,0.011599421468819674,he,209.0
1038,2026-09-01 13:56:43,gate3b_restricted_search,155,reference,17,0.038899342047540496,he,170.0
1039,2026-09-01 13:56:44,gate3b_restricted_search,155,reference,18,0.042140601439425406,he,197.0
1040,2026-09-01 13:56:44,gate3b_restricted_search,155,reference,19,0.010409344933850779,he,209.0
1041,2026-09-01 13:56:44,gate3b_restricted_search,155,reference,20,0.0009712798508231742,xavier,647.0
1042,2026-09-01 13:56:45,gate3b_restricted_search,155,reference,21,0.034219477076590364,he,153.0
1043,2026-09-01 13:56:45,gate3b_restricted_search,155,reference,22,0.03303641876502784,he,94.0
1044,2026-09-01 13:56:45,gate3b_restricted_search,155,reference,23,0.010155063855043101,he,251.0
1045,2026-09-01 13:56:45,gate3b_restricted_search,155,reference,24,0.051420971999288904,he,211.0
1046,2026-09-01 13:56:45,gate3b_restricted_search,155,reference,25,0.015591547159648257,he,122.0
1047,2026-09-01 13:56:45,gate3b_restricted_search,155,reference,26,0.013779224251472568,he,209.0
1048,2026-09-01 13:56:46,gate3b_restricted_search,155,reference,27,0.06458754937563391,he,311.0
1049,2026-09-01 13:56:46,gate3b_restricted_search,155,reference,28,0.029884139767470782,xavier,153.0
1050,2026-09-01 13:56:46,gate3b_restricted_search,155,reference,29,0.006816384595663999,he,251.0
1051,2026-09-01 13:56:47,gate3b_restricted_search,155,reference,30,0.09865659655619732,xavier,528.0
1052,2026-09-01 13:56:47,gate3b_restricted_search,155,reference,31,0.03023944515395962,xavier,151.0
1053,2026-09-01 13:56:47,gate3b_restricted_search,155,reference,32,0.017077547858514373,xavier,177.0
1054,2026-09-01 13:56:47,gate3b_restricted_search,155,reference,33,0.02908790864063317,xavier,122.0
1055,2026-09-01 13:56:47,gate3b_restricted_search,155,reference,34,0.056790899104191085,xavier,197.0
1056,2026-09-01 13:56:47,gate3b_restricted_search,155,reference,35,0.008774176305144864,xavier,226.0
1057,2026-09-01 13:56:48,gate3b_restricted_search,155,reference,36,0.003891185912833557,orthogonal,331.0
1058,2026-09-01 13:56:48,gate3b_restricted_search,155,reference,37,0.016084356133623946,xavier,177.0
1059,2026-09-01 13:56:48,gate3b_restricted_search,155,reference,38,0.005563612484654995,he,248.0
1060,2026-09-01 13:56:48,gate3b_restricted_search,155,reference,39,0.02933482255045717,orthogonal,158.0
1061,2026-09-01 13:56:49,gate3b_restricted_search,155,cold,0,0.0017826497151386949,xavier,381.0
1062,2026-09-01 13:56:49,gate3b_restricted_search,155,cold,1,0.0002755926764027377,orthogonal,1600.0
1063,2026-09-01 13:56:50,gate3b_restricted_search,155,cold,2,0.0015498955191377143,orthogonal,559.0
1064,2026-09-01 13:56:51,gate3b_restricted_search,155,cold,3,0.00041054120168588934,xavier,1600.0
1065,2026-09-01 13:56:51,gate3b_restricted_search,155,cold,4,0.001786135519762597,xavier,381.0
1066,2026-09-01 13:56:51,gate3b_restricted_search,155,cold,5,0.025248390936171015,xavier,153.0
1067,2026-09-01 13:56:51,gate3b_restricted_search,155,cold,6,0.04257625486011382,xavier,225.0
1068,2026-09-01 13:56:52,gate3b_restricted_search,155,cold,7,0.0003232148147351276,xavier,1600.0
1069,2026-09-01 13:56:52,gate3b_restricted_search,155,cold,8,0.07475987911298648,he,252.0
1070,2026-09-01 13:56:52,gate3b_restricted_search,155,cold,9,0.011468398705751582,xavier,181.0
1071,2026-09-01 13:56:52,gate3b_restricted_search,155,cold,10,0.014576193863035302,he,209.0
1072,2026-09-01 13:56:53,gate3b_restricted_search,155,cold,11,0.010686274357222558,xavier,209.0
1073,2026-09-01 13:56:53,gate3b_restricted_search,155,cold,12,0.012490731612965383,xavier,148.0
1074,2026-09-01 13:56:53,gate3b_restricted_search,155,cold,13,0.023860671076111128,xavier,122.0
1075,2026-09-01 13:56:53,gate3b_restricted_search,155,cold,14,0.030343527652196604,orthogonal,153.0
1076,2026-09-01 13:56:53,gate3b_restricted_search,155,informed_restricted,0,0.0017826497151386949,orthogonal,473.0
1077,2026-09-01 13:56:54,gate3b_restricted_search,155,informed_restricted,1,0.01448683388723935,orthogonal,197.0
1078,2026-09-01 13:56:55,gate3b_restricted_search,155,informed_restricted,2,0.00010007903854383786,orthogonal,1600.0
1079,2026-09-01 13:56:55,gate3b_restricted_search,155,informed_restricted,3,0.0008072307884499761,orthogonal,722.0
1080,2026-09-01 13:56:56,gate3b_restricted_search,155,informed_restricted,4,0.0002755926764027377,orthogonal,1600.0
1081,2026-09-01 13:56:56,gate3b_restricted_search,155,informed_restricted,5,0.00018924123965722266,orthogonal,1600.0
1082,2026-09-01 13:56:57,gate3b_restricted_search,155,informed_restricted,6,0.0003620600725744741,orthogonal,1600.0
1083,2026-09-01 13:56:58,gate3b_restricted_search,155,informed_restricted,7,0.001088133500363589,orthogonal,693.0
1084,2026-09-01 13:56:58,gate3b_restricted_search,155,informed_restricted,8,0.0015498955191377143,orthogonal,559.0
1085,2026-09-01 13:56:58,gate3b_restricted_search,155,informed_restricted,9,0.00413475900783472,orthogonal,323.0
1086,2026-09-01 13:56:59,gate3b_restricted_search,155,informed_restricted,10,0.09290791998691832,orthogonal,385.0
1087,2026-09-01 13:56:59,gate3b_restricted_search,155,informed_restricted,11,0.011930383561222451,orthogonal,130.0
1088,2026-09-01 13:56:59,gate3b_restricted_search,155,informed_restricted,12,0.016535107145461723,orthogonal,197.0
1089,2026-09-01 13:56:59,gate3b_restricted_search,155,informed_restricted,13,0.01416591916805599,orthogonal,197.0
1090,2026-09-01 13:56:59,gate3b_restricted_search,155,informed_restricted,14,0.01553710788150454,orthogonal,197.0
1091,2026-09-01 13:57:00,gate3b_restricted_search,155,universal_restricted,0,0.0017826497151386949,xavier,381.0
1092,2026-09-01 13:57:00,gate3b_restricted_search,155,universal_restricted,1,0.01448683388723935,xavier,148.0
1093,2026-09-01 13:57:01,gate3b_restricted_search,155,universal_restricted,2,0.00010007903854383786,xavier,1600.0
1094,2026-09-01 13:57:01,gate3b_restricted_search,155,universal_restricted,3,0.0008072307884499761,xavier,722.0
1095,2026-09-01 13:57:02,gate3b_restricted_search,155,universal_restricted,4,0.0002755926764027377,xavier,1600.0
1096,2026-09-01 13:57:02,gate3b_restricted_search,155,universal_restricted,5,0.00018924123965722266,xavier,1600.0
1097,2026-09-01 13:57:03,gate3b_restricted_search,155,universal_restricted,6,0.0003620600725744741,xavier,1600.0
1098,2026-09-01 13:57:04,gate3b_restricted_search,155,universal_restricted,7,0.001088133500363589,xavier,647.0
1099,2026-09-01 13:57:04,gate3b_restricted_search,155,universal_restricted,8,0.0015498955191377143,xavier,473.0
1100,2026-09-01 13:57:04,gate3b_restricted_search,155,universal_restricted,9,0.00413475900783472,xavier,281.0
1101,2026-09-01 13:57:05,gate3b_restricted_search,155,universal_restricted,10,0.09290791998691832,xavier,268.0
1102,2026-09-01 13:57:05,gate3b_restricted_search,155,universal_restricted,11,0.07785058870653301,xavier,321.0
1103,2026-09-01 13:57:05,gate3b_restricted_search,155,universal_restricted,12,0.0797234062203645,xavier,253.0
1104,2026-09-01 13:57:05,gate3b_restricted_search,155,universal_restricted,13,0.017223705768801514,xavier,153.0
1105,2026-09-01 13:57:05,gate3b_restricted_search,155,universal_restricted,14,0.01553710788150454,xavier,153.0
1106,2026-09-01 13:57:06,gate3b_restricted_search,171,reference,0,0.004430375245218269,xavier,372.0
1107,2026-09-01 13:57:06,gate3b_restricted_search,171,reference,1,0.0018662266976517971,orthogonal,1600.0
1108,2026-09-01 13:57:07,gate3b_restricted_search,171,reference,2,0.07780155576901421,he,698.0
1109,2026-09-01 13:57:07,gate3b_restricted_search,171,reference,3,0.005059803874660437,xavier,372.0
1110,2026-09-01 13:57:08,gate3b_restricted_search,171,reference,4,0.00011498870747119459,orthogonal,1600.0
1111,2026-09-01 13:57:08,gate3b_restricted_search,171,reference,5,0.08626905220714905,xavier,510.0
1112,2026-09-01 13:57:09,gate3b_restricted_search,171,reference,6,0.00022637229697395497,orthogonal,1600.0
1113,2026-09-01 13:57:09,gate3b_restricted_search,171,reference,7,0.0036774346621052147,orthogonal,505.0
1114,2026-09-01 13:57:10,gate3b_restricted_search,171,reference,8,0.0023358825194833557,orthogonal,665.0
1115,2026-09-01 13:57:10,gate3b_restricted_search,171,reference,9,0.006859416411328701,he,403.0
1116,2026-09-01 13:57:10,gate3b_restricted_search,171,reference,10,0.019907506982928588,xavier,265.0
1117,2026-09-01 13:57:11,gate3b_restricted_search,171,reference,11,0.020814104803987817,xavier,410.0
1118,2026-09-01 13:57:11,gate3b_restricted_search,171,reference,12,0.014554752236498185,xavier,265.0
1119,2026-09-01 13:57:11,gate3b_restricted_search,171,reference,13,0.020979607398391477,xavier,326.0
1120,2026-09-01 13:57:12,gate3b_restricted_search,171,reference,14,0.021178889448851296,xavier,396.0
1121,2026-09-01 13:57:12,gate3b_restricted_search,171,reference,15,0.0007663762496379292,xavier,1600.0
1122,2026-09-01 13:57:13,gate3b_restricted_search,171,reference,16,0.011599421468819674,xavier,339.0
1123,2026-09-01 13:57:13,gate3b_restricted_search,171,reference,17,0.04230440741762608,he,400.0
1124,2026-09-01 13:57:13,gate3b_restricted_search,171,reference,18,0.042140601439425406,xavier,395.0
1125,2026-09-01 13:57:14,gate3b_restricted_search,171,reference,19,0.010954222785873538,xavier,361.0
1126,2026-09-01 13:57:14,gate3b_restricted_search,171,reference,20,0.0009712798508231742,he,1600.0
1127,2026-09-01 13:57:15,gate3b_restricted_search,171,reference,21,0.02373893646537192,xavier,395.0
1128,2026-09-01 13:57:15,gate3b_restricted_search,171,reference,22,0.011358766283871478,xavier,361.0
1129,2026-09-01 13:57:15,gate3b_restricted_search,171,reference,23,0.03591585415980874,xavier,403.0
1130,2026-09-01 13:57:16,gate3b_restricted_search,171,reference,24,0.009172095890121247,xavier,343.0
1131,2026-09-01 13:57:16,gate3b_restricted_search,171,reference,25,0.02194447450120696,xavier,419.0
1132,2026-09-01 13:57:16,gate3b_restricted_search,171,reference,26,0.014674403788604844,xavier,265.0
1133,2026-09-01 13:57:16,gate3b_restricted_search,171,reference,27,0.046390035851127595,xavier,278.0
1134,2026-09-01 13:57:17,gate3b_restricted_search,171,reference,28,0.014665177619614061,he,384.0
1135,2026-09-01 13:57:17,gate3b_restricted_search,171,reference,29,0.0038512250250003492,xavier,602.0
1136,2026-09-01 13:57:17,gate3b_restricted_search,171,reference,30,0.00824215721627102,xavier,256.0
1137,2026-09-01 13:57:18,gate3b_restricted_search,171,reference,31,0.006477296166551874,xavier,372.0
1138,2026-09-01 13:57:18,gate3b_restricted_search,171,reference,32,0.0027914443998276668,xavier,642.0
1139,2026-09-01 13:57:19,gate3b_restricted_search,171,reference,33,0.0014983487066000192,xavier,1600.0
1140,2026-09-01 13:57:20,gate3b_restricted_search,171,reference,34,0.007043240270834379,xavier,372.0
1141,2026-09-01 13:57:20,gate3b_restricted_search,171,reference,35,0.059701837689705606,xavier,265.0
1142,2026-09-01 13:57:20,gate3b_restricted_search,171,reference,36,0.059541807120386446,orthogonal,698.0
1143,2026-09-01 13:57:21,gate3b_restricted_search,171,reference,37,0.09911022670879743,xavier,1600.0
1144,2026-09-01 13:57:21,gate3b_restricted_search,171,reference,38,0.033176196011673056,he,396.0
1145,2026-09-01 13:57:22,gate3b_restricted_search,171,reference,39,0.05528099703964653,orthogonal,189.0
1146,2026-09-01 13:57:22,gate3b_restricted_search,171,cold,0,0.0017826497151386949,xavier,1600.0
